,STATE,ZIPCODE,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT
27965,VA,24637,1390,1390,77960,1200,59355
27966,VA,24639,1040,1040,37009,910,29390
27967,VA,24641,1970,1970,93973,1680,65354
27968,VA,24646,220,220,7984,180,6279
27969,VA,24649,680,680,28083,610,22458
27970,VA,24651,2230,2230,115019,1840,72327
27971,VA,24656,1130,1130,50550,960,38207
27974,WA,98001,16010,16010,1111682,13880,843171
27975,WA,98002,15850,15850,725888,13840,587539
27976,WA,98003,22410,22410,1188378,19410,902547
27977,WA,98004,17750,17750,4729785,14300,2641498
27978,WA,98005,9580,9580,1437772,8010,990324
27979,WA,98006,18580,18580,3150570,15270,2110568
27980,WA,98007,12860,12860,1228720,11340,988313
27981,WA,98008,12330,12330,1567499,10080,1147469
27982,WA,98010,2630,2630,269126,2230,187200
27983,WA,98011,12450,12450,1199034,10560,916804
27984,WA,98012,31130,31130,3014505,27340,2397595
27985,WA,98014,3590,3590,414905,3090,299771
27986,WA,98019,5610,5610,624119,4970,489930
27987,WA,98020,10900,10900,1460499,7710,740951
27988,WA,98021,14280,14280,1479818,12350,1183144
27989,WA,98022,10770,10770,816858,8790,564835
27990,WA,98023,23570,23570,1578426,20460,1167931
27991,WA,98024,2500,2500,313977,2030,213281
27992,WA,98026,19220,19220,1651046,15940,1128662
27993,WA,98027,14290,14290,1896951,11880,1287375
27994,WA,98028,11350,11350,1164872,9590,853783
27995,WA,98029,12920,12920,1772287,10970,1422104
27996,WA,98030,16910,16910,887526,14940,718887
27997,WA,98031,19630,19630,1179021,17270,938706
27998,WA,98032,17280,17280,933893,15470,786731
27999,WA,98033,19500,19500,3627635,16210,2439780
28000,WA,98034,25150,25150,2534408,21760,1938870
28001,WA,98036,19380,19380,1346591,16550,1051114
28002,WA,98037,13860,13860,905364,12110,719670
28003,WA,98038,15490,15490,1551147,13320,1188776
28004,WA,98039,1540,1540,1323444,1050,391344
28005,WA,98040,12370,12370,3889536,9210,1873400
28006,WA,98042,22810,22810,1813379,19670,1380757
28007,WA,98043,10970,10970,632562,9460,509386
28008,WA,98045,7390,7390,819069,6480,605749
28009,WA,98047,3110,3110,157361,2860,134129
28010,WA,98050,340,340,41794,270,25761
28011,WA,98051,1860,1860,187709,1580,131310
28012,WA,98052,31640,31640,4523960,27820,3681766
28013,WA,98053,9840,9840,1729403,7600,1198064
28014,WA,98055,11960,11960,750681,10500,603999
28015,WA,98056,17510,17510,1495982,15190,1133262
28016,WA,98057,7330,7330,458740,6420,341484
28017,WA,98058,21070,21070,1578001,18050,1225602
28018,WA,98059,18430,18430,1894123,15770,1472579
28019,WA,98065,6470,6470,909651,5810,736706
28020,WA,98068,210,210,16795,180,11539
28021,WA,98070,5420,5420,554355,3780,291024
28022,WA,98072,12290,12290,1703627,10270,1140237
28023,WA,98074,11950,11950,2338182,10630,1845945
28024,WA,98075,10010,10010,2120578,8780,1574908
28025,WA,98077,6170,6170,1157937,5160,779936
28026,WA,98087,17670,17670,1101812,15970,916189
28027,WA,98092,21250,21250,1624469,18310,1233333
28028,WA,98101,8440,8440,1507851,7020,817793
28029,WA,98102,16440,16440,1969282,14700,1391894
28030,WA,98103,29390,29390,3171496,25680,2342021
28031,WA,98104,6860,6860,713244,5930,395140
28032,WA,98105,16930,16930,2263061,14710,1347666
28033,WA,98106,12920,12920,792519,11590,663972
28034,WA,98107,16520,16520,1643426,14540,1272027
28035,WA,98108,12160,12160,753514,10820,570240
28036,WA,98109,17030,17030,2228829,15180,1607013
28037,WA,98110,11830,11830,1960160,8420,995212
28038,WA,98112,12350,12350,2882333,9890,1562617
28039,WA,98115,26740,26740,3281920,22330,2250958
28040,WA,98116,14900,14900,1772741,12340,1215521
28041,WA,98117,18170,18170,2106183,15350,1550271
28042,WA,98118,23680,23680,1642155,20680,1247175
28043,WA,98119,12910,12910,1722231,11080,1185762
28044,WA,98121,10410,10410,1615321,9460,1123445
28045,WA,98122,22390,22390,2149921,20310,1696738
28046,WA,98125,20980,20980,1644914,17670,1181405
28047,WA,98126,11410,11410,1008369,9720,774182
28048,WA,98133,25060,25060,1644394,21240,1272540
28049,WA,98134,540,540,71582,480,29232
28050,WA,98136,8670,8670,1141687,7070,710446
28051,WA,98144,15970,15970,1588878,13980,1085111
28052,WA,98146,13810,13810,938777,11920,708874
28053,WA,98148,5340,5340,309367,4580,231186
28054,WA,98155,17720,17720,1539329,14740,1066056
28055,WA,98164,110,110,26444,100,19968
28056,WA,98166,11160,11160,1085680,9010,693771
28057,WA,98168,17830,17830,866256,15650,704787
28058,WA,98177,10230,10230,1564942,7830,823682
28059,WA,98178,12780,12780,764802,10980,578898
28060,WA,98188,13000,13000,650804,11130,491977
28061,WA,98198,18460,18460,1171719,15570,821066
28062,WA,98199,11280,11280,1857860,9150,1156419
28063,WA,98201,13670,13670,779801,11880,593040
28064,WA,98203,17120,17120,1173133,14980,869038
28065,WA,98204,19580,19580,900284,17740,778347
28066,WA,98208,26860,26860,1902932,23710,1516596
28067,WA,98220,320,320,15280,260,11020
28068,WA,98221,11350,11350,1064051,7730,487299
28069,WA,98223,19960,19960,1401447,17060,1044977
28070,WA,98225,21050,21050,1235517,17390,751777
28071,WA,98226,20710,20710,1388223,16680,883186
28072,WA,98229,15300,15300,1143720,12360,706290
28073,WA,98230,7800,7800,560189,6070,333857
28074,WA,98232,1980,1980,174905,1500,94714
28075,WA,98233,7560,7560,428321,6300,296108
28076,WA,98235,310,310,18540,250,12011
28077,WA,98236,2940,2940,250691,2000,131297
28078,WA,98237,1670,1670,81660,1320,58471
28079,WA,98238,190,190,14458,130,7231
28080,WA,98239,3460,3460,264867,2240,123101
28081,WA,98240,1440,1440,92666,1180,64827
28082,WA,98241,960,960,47312,810,36311
28083,WA,98243,220,220,26711,100,7403
28084,WA,98244,1220,1220,66420,1000,45160
28085,WA,98245,2020,2020,185673,1420,79290
28086,WA,98247,3800,3800,221073,3230,155237
28087,WA,98248,11510,11510,717963,9700,511367
28088,WA,98249,2750,2750,241918,1720,108022
28089,WA,98250,4410,4410,430693,3150,166994
28090,WA,98251,2220,2220,115182,1920,94514
28091,WA,98252,4330,4330,281478,3800,219148
28092,WA,98253,950,950,77590,540,31645
28093,WA,98256,150,150,7641,120,6030
28094,WA,98257,2130,2130,153964,1370,70757
28095,WA,98258,22180,22180,1683383,19790,1347932
28096,WA,98260,2960,2960,255668,1870,121018
28097,WA,98261,1270,1270,98981,750,32229
28098,WA,98262,450,450,30424,260,14326
28099,WA,98263,190,190,9770,150,6884
28100,WA,98264,9570,9570,670750,7880,428343
28101,WA,98266,1600,1600,63209,1380,51895
28102,WA,98267,220,220,8639,160,5345
28103,WA,98270,23210,23210,1415211,20330,1143054
28104,WA,98271,15120,15120,881316,11900,630448
28105,WA,98272,12840,12840,966242,11250,741327
28106,WA,98273,13930,13930,805676,11680,544745
28107,WA,98274,8190,8190,572609,6540,374165
28108,WA,98275,11070,11070,1201828,9300,813741
28109,WA,98276,640,640,33778,550,28371
28110,WA,98277,18220,18220,1044398,14870,693286
28111,WA,98279,340,340,31801,200,10596
28112,WA,98280,280,280,35498,160,9042
28113,WA,98281,650,650,53054,420,27440
28114,WA,98282,7990,7990,652369,5620,365876
28115,WA,98283,170,170,8611,130,6364
28116,WA,98284,11320,11320,638141,9660,471607
28117,WA,98286,100,100,8503,60,3089
28118,WA,98288,140,140,7156,120,4623
28119,WA,98290,16440,16440,1446819,14000,1032296
28120,WA,98292,11030,11030,885599,8980,596119
28121,WA,98294,3210,3210,178085,2830,146325
28122,WA,98295,1170,1170,60039,1010,46415
28123,WA,98296,12300,12300,1355272,10660,994394
28124,WA,98303,560,560,39214,330,18598
28125,WA,98304,400,400,18047,320,12307
28126,WA,98305,160,160,8049,130,5121
28127,WA,98310,9500,9500,486938,7750,351075
28128,WA,98311,12090,12090,729619,10020,523621
28129,WA,98312,14640,14640,855678,12380,621543
28130,WA,98315,1880,1880,75631,1850,71241
28131,WA,98320,560,560,31142,310,13198
28132,WA,98321,7210,7210,543555,6210,413833
28133,WA,98323,350,350,20090,300,16931
28134,WA,98325,1030,1030,59117,760,35435
28135,WA,98326,220,220,9393,160,6767
28136,WA,98327,4180,4180,295650,3740,237968
28137,WA,98328,4570,4570,299103,3800,218546
28138,WA,98329,4030,4030,284465,3320,204076
28139,WA,98330,130,130,5841,90,4354
28140,WA,98331,2230,2230,109293,1870,78163
28141,WA,98332,7800,7800,890280,5770,539262
28142,WA,98333,1840,1840,276333,1360,144155
28143,WA,98335,13790,13790,1545473,10340,914826
28144,WA,98336,370,370,16767,290,12208
28145,WA,98337,3330,3330,155728,2940,124112
28146,WA,98338,12510,12510,826488,10710,639999
28147,WA,98339,1820,1820,94340,1350,56175
28148,WA,98340,1260,1260,115748,800,52678
28149,WA,98342,810,810,68030,560,33281
28150,WA,98345,510,510,37214,370,25357
28151,WA,98346,4820,4820,373474,3750,227688
28152,WA,98349,1980,1980,128260,1490,80591
28153,WA,98350,120,120,3017,120,2453
28154,WA,98351,390,390,28090,250,16707
28155,WA,98353,550,550,44276,360,22443
28156,WA,98354,4590,4590,302130,3760,222610
28157,WA,98355,200,200,11007,150,7547
28158,WA,98356,980,980,48493,770,31785
28159,WA,98357,540,540,20444,490,18413
28160,WA,98358,420,420,33834,230,14689
28161,WA,98359,2550,2550,182017,2020,125914
28162,WA,98360,6500,6500,442195,5650,357578
28163,WA,98361,480,480,25266,330,12339
28164,WA,98362,11240,11240,633770,8300,378121
28165,WA,98363,5460,5460,283889,4200,181945
28166,WA,98364,130,130,10680,90,4563
28167,WA,98365,2560,2560,232648,1360,88997
28168,WA,98366,16100,16100,955366,13230,685763
28169,WA,98367,12500,12500,866159,10270,628739
28170,WA,98368,8230,8230,568679,5090,241502
28171,WA,98370,14640,14640,1149840,11430,741126
28172,WA,98371,11270,11270,802554,9230,572265
28173,WA,98372,11780,11780,859444,10110,625393
28174,WA,98373,12850,12850,820835,11220,628381
28175,WA,98374,18070,18070,1293266,15530,983903
28176,WA,98375,13670,13670,864840,12280,720645
28177,WA,98376,910,910,63465,640,29433
28178,WA,98377,700,700,32332,530,21700
28179,WA,98380,2520,2520,211131,1910,131911
28180,WA,98381,150,150,7736,110,4605
28181,WA,98382,14250,14250,907110,8240,367638
28182,WA,98383,11120,11120,797216,9010,520113
28183,WA,98385,570,570,37670,470,27714
28184,WA,98387,22310,22310,1182013,19730,964662
28185,WA,98388,3290,3290,261328,2610,161025
28186,WA,98390,6100,6100,413937,5090,293711
28187,WA,98391,23450,23450,2012359,20620,1519772
28188,WA,98392,1530,1530,97745,1190,61646
28189,WA,98394,950,950,76212,690,47856
28190,WA,98396,330,330,22099,280,17573
28191,WA,98402,2980,2980,202217,2650,147369
28192,WA,98403,4220,4220,343267,3620,240183
28193,WA,98404,15330,15330,631361,13350,522951
28194,WA,98405,10880,10880,501266,9600,414456
28195,WA,98406,10760,10760,797202,8680,561123
28196,WA,98407,10670,10670,948329,8490,626973
28197,WA,98408,9500,9500,428307,8260,350635
28198,WA,98409,12150,12150,519539,11060,421239
28199,WA,98418,4810,4810,214864,4310,180961
28200,WA,98421,100,100,6704,90,5495
28201,WA,98422,10080,10080,899069,8440,624173
28202,WA,98424,5410,5410,345457,4920,259701
28203,WA,98433,6950,6950,240647,6910,236170
28204,WA,98438,490,490,15015,470,13232
28205,WA,98439,1800,1800,62052,1750,58578
28206,WA,98443,2780,2780,197494,2180,138188
28207,WA,98444,15140,15140,597811,13370,487219
28208,WA,98445,14660,14660,743361,12690,584052
28209,WA,98446,5100,5100,313972,4230,233490
28210,WA,98465,3450,3450,232927,2780,150570
28211,WA,98466,13790,13790,955524,11370,658762
28212,WA,98467,7240,7240,527485,6020,363712
28213,WA,98498,13350,13350,851572,10800,550314
28214,WA,98499,13540,13540,676790,11640,465913
28215,WA,98501,20190,20190,1482421,16430,993614
28216,WA,98502,16270,16270,1205607,13120,734058
28217,WA,98503,18160,18160,992716,14560,666429
28218,WA,98506,9210,9210,627017,7210,399142
28219,WA,98512,13900,13900,942523,11430,642831
28220,WA,98513,15550,15550,979428,12880,706380
28221,WA,98516,11490,11490,866424,9040,552627
28222,WA,98520,8490,8490,418858,6980,289357
28223,WA,98524,1820,1820,126482,1240,73764
28224,WA,98526,120,120,4670,110,3024
28225,WA,98527,110,110,4319,70,2125
28226,WA,98528,4850,4850,298059,3710,192434
28227,WA,98530,230,230,8769,210,6972
28228,WA,98531,11040,11040,510041,9150,352464
28229,WA,98532,10380,10380,634926,8470,419981
28230,WA,98533,240,240,13041,160,7661
28231,WA,98535,240,240,8158,160,4200
28232,WA,98537,1020,1020,51614,820,37412
28233,WA,98538,170,170,8795,120,6098
28234,WA,98541,4120,4120,215099,3380,159081
28235,WA,98542,250,250,12196,200,8593
28236,WA,98544,130,130,6111,100,4095
28237,WA,98546,1310,1310,90015,860,46428
28238,WA,98547,520,520,25303,330,10653
28239,WA,98548,1000,1000,51774,580,22625
28240,WA,98550,4280,4280,196138,3520,137773
28241,WA,98552,130,130,4056,100,3444
28242,WA,98555,260,260,15631,120,5799
28243,WA,98557,1500,1500,80867,1220,61411
28244,WA,98558,780,780,49388,610,35070
28245,WA,98560,110,110,4849,70,3431
28246,WA,98563,3590,3590,221748,2870,152778
28247,WA,98564,1050,1050,55671,800,34451
28248,WA,98565,690,690,41451,580,27754
28249,WA,98568,1130,1130,53694,840,35836
28250,WA,98569,3010,3010,159569,1820,71754
28251,WA,98570,1700,1700,89519,1330,63102
28252,WA,98571,230,230,12446,170,8035
28253,WA,98572,360,360,15446,280,10895
28254,WA,98576,2360,2360,134254,1930,97423
28255,WA,98577,2480,2480,126212,1980,87637
28256,WA,98579,5790,5790,325079,4810,237933
28257,WA,98580,4430,4430,282570,3780,216248
28258,WA,98581,150,150,5415,50,1726
28259,WA,98582,340,340,19210,230,11432
28260,WA,98583,110,110,4886,80,3170
28261,WA,98584,15440,15440,803157,11960,524073
28262,WA,98585,340,340,19371,260,11567
28263,WA,98586,880,880,43155,690,29457
28264,WA,98587,330,330,10550,280,8713
28265,WA,98588,690,690,38301,480,22943
28266,WA,98589,3510,3510,212604,2850,153290
28267,WA,98590,170,170,8002,110,4220
28268,WA,98591,1820,1820,101131,1410,68970
28269,WA,98592,1030,1030,71223,650,35579
28270,WA,98593,460,460,19759,350,13621
28271,WA,98595,1280,1280,63438,940,34396
28272,WA,98596,2620,2620,134278,2050,91961
28273,WA,98597,10660,10660,571533,9130,443371
28274,WA,98601,1470,1470,94326,1200,67961
28275,WA,98603,370,370,24406,300,16131
28276,WA,98604,16600,16600,1249842,13860,833819
28277,WA,98605,750,750,41169,640,29534
28278,WA,98606,4490,4490,454993,3540,277666
28279,WA,98607,13800,13800,1610781,11530,1063898
28280,WA,98610,1280,1280,78690,1050,48871
28281,WA,98611,4380,4380,261345,3440,183367
28282,WA,98612,1260,1260,77007,870,41038
28283,WA,98613,180,180,9432,130,5582
28284,WA,98614,310,310,27829,210,9330
28285,WA,98616,120,120,7531,90,3498
28286,WA,98617,500,500,27262,400,18111
28287,WA,98619,180,180,9610,150,6735
28288,WA,98620,3030,3030,153184,2260,98309
28289,WA,98624,630,630,34273,470,19985
28290,WA,98625,3210,3210,231105,2570,152234
28291,WA,98626,10580,10580,550726,8860,401812
28292,WA,98628,170,170,6378,140,5144
28293,WA,98629,3990,3990,309225,3250,217361
28294,WA,98631,1690,1690,87691,1170,45598
28295,WA,98632,21360,21360,1163322,16960,778307
28296,WA,98635,770,770,48510,560,26959
28297,WA,98638,680,680,36500,470,21078
28298,WA,98639,450,450,23857,370,16941
28299,WA,98640,2030,2030,102017,1210,44640
28300,WA,98642,9100,9100,903538,7310,546639
28301,WA,98643,170,170,8934,120,5067
28302,WA,98644,400,400,19866,260,10154
28303,WA,98645,580,580,37835,450,24011
28304,WA,98647,150,150,6917,130,4534
28305,WA,98648,1400,1400,93838,1100,59548
28306,WA,98649,510,510,31057,410,21578
28307,WA,98650,490,490,35728,360,18145
28308,WA,98651,420,420,42978,310,19754
28309,WA,98660,5430,5430,384739,4630,239858
28310,WA,98661,20770,20770,1336991,17850,782714
28311,WA,98662,15910,15910,890876,13310,645263
28312,WA,98663,6870,6870,388427,5810,289079
28313,WA,98664,11140,11140,862602,9050,479162
28314,WA,98665,13030,13030,913176,10790,546602
28315,WA,98671,10680,10680,866664,8740,571144
28316,WA,98672,3100,3100,282526,2510,140804
28317,WA,98673,140,140,5544,110,3175
28318,WA,98674,6080,6080,395342,5040,279585
28319,WA,98675,2460,2460,178816,2140,122896
28320,WA,98682,27770,27770,1639387,24120,1250646
28321,WA,98683,15740,15740,1235270,12310,747334
28322,WA,98684,14220,14220,899315,12000,619111
28323,WA,98685,13410,13410,1237150,10860,798076
28324,WA,98686,9070,9070,714087,7310,473069
28325,WA,98801,19230,19230,1184902,16180,799356
28326,WA,98802,14070,14070,834275,11750,558164
28327,WA,98812,2450,2450,111360,2260,80549
28328,WA,98813,2000,2000,52730,1940,47521
28329,WA,98814,240,240,10352,160,5660
28330,WA,98815,3270,3270,196079,2830,133871
28331,WA,98816,3670,3670,253185,2890,136117
28332,WA,98817,220,220,9166,200,6022
28333,WA,98819,110,110,4711,70,2365
28334,WA,98821,440,440,21260,380,14504
28335,WA,98822,940,940,49982,800,34569
28336,WA,98823,4920,4920,277449,4180,199665
28337,WA,98824,230,230,8157,210,6963
28338,WA,98826,3620,3620,270575,2760,135064
28339,WA,98827,120,120,5523,90,3406
28340,WA,98828,1100,1100,62787,960,41802
28341,WA,98829,350,350,13239,300,10531
28342,WA,98830,210,210,10339,180,6338
28343,WA,98831,1680,1680,96197,1360,51735
28344,WA,98832,230,230,6320,50,1776
28345,WA,98836,470,470,22483,400,15421
28346,WA,98837,18300,18300,1005314,15910,738218
28347,WA,98840,1900,1900,91405,1570,64969
28348,WA,98841,3990,3990,170746,3340,123241
28349,WA,98843,790,790,47806,700,31274
28350,WA,98844,1760,1760,79081,1370,53117
28351,WA,98846,550,550,28337,460,20326
28352,WA,98847,960,960,51433,860,33076
28353,WA,98848,5700,5700,287062,5180,193855
28354,WA,98849,450,450,19321,350,12485
28355,WA,98850,810,810,33454,720,27234
28356,WA,98851,1640,1640,73938,1280,47978
28357,WA,98855,2350,2350,102974,1810,63797
28358,WA,98856,1210,1210,64733,930,35061
28359,WA,98857,1680,1680,89091,1440,57458
28360,WA,98858,720,720,37565,570,25081
28361,WA,98860,120,120,4674,90,3338
28362,WA,98862,1320,1320,99832,950,43835
28363,WA,98901,12170,12170,533545,10920,389296
28364,WA,98902,19150,19150,784711,17060,600266
28365,WA,98903,7060,7060,387653,6000,268330
28366,WA,98908,17250,17250,1327293,13850,764406
28367,WA,98921,390,390,10434,370,9768
28368,WA,98922,2900,2900,244682,2200,137189
28369,WA,98923,720,720,32897,660,26502
28370,WA,98925,330,330,20538,260,13676
28371,WA,98926,12990,12990,747733,10800,499917
28372,WA,98930,6200,6200,261724,5730,207954
28373,WA,98932,2140,2140,75844,2010,65807
28374,WA,98933,590,590,25862,510,19799
28375,WA,98934,560,560,27235,490,20895
28376,WA,98935,1700,1700,65421,1590,52201
28377,WA,98936,2780,2780,163167,2500,121967
28378,WA,98937,1960,1960,133614,1570,80250
28379,WA,98938,800,800,37074,740,29049
28380,WA,98939,160,160,5133,140,4605
28381,WA,98940,310,310,22701,250,12369
28382,WA,98941,550,550,33482,420,23283
28383,WA,98942,8100,8100,568386,6990,373872
28384,WA,98943,430,430,23317,340,16267
28385,WA,98944,9400,9400,360362,8720,288604
28386,WA,98946,230,230,13036,190,8128
28387,WA,98947,1280,1280,64532,1210,44477
28388,WA,98948,5530,5530,194812,5060,160233
28389,WA,98951,5280,5280,196737,4790,154854
28390,WA,98952,720,720,24728,600,18854
28391,WA,98953,2920,2920,162347,2600,120686
28392,WA,99001,2380,2380,95784,2170,77007
28393,WA,99003,2350,2350,151630,1900,102577
28394,WA,99004,7950,7950,407327,6770,290084
28395,WA,99005,4320,4320,452910,3550,254879
28396,WA,99006,5470,5470,311378,4310,209236
28397,WA,99008,260,260,12560,220,9343
28398,WA,99009,1640,1640,84403,1330,62865
28399,WA,99011,940,940,36815,930,35375
28400,WA,99012,420,420,23753,350,16489
28401,WA,99013,420,420,17045,340,12820
28402,WA,99016,7040,7040,514934,5840,367138
28403,WA,99018,120,120,5045,80,3510
28404,WA,99019,5370,5370,574506,4340,359819
28405,WA,99021,4420,4420,306962,3670,217520
28406,WA,99022,3910,3910,218717,3240,156392
28407,WA,99023,260,260,21890,210,15194
28408,WA,99025,2490,2490,175508,2100,124101
28409,WA,99026,4380,4380,313083,3330,202055
28410,WA,99027,3030,3030,195438,2510,130278
28411,WA,99029,750,750,38257,520,24404
28412,WA,99030,500,500,29247,400,19271
28413,WA,99031,610,610,47318,510,27724
28414,WA,99032,290,290,12939,240,8914
28415,WA,99033,370,370,17224,300,11185
28416,WA,99034,120,110,5349,80,3459
28417,WA,99036,790,790,69151,630,44669
28418,WA,99037,7610,7610,497752,6410,347926
28419,WA,99040,400,400,14919,380,13154
28420,WA,99101,560,560,24336,400,15779
28421,WA,99102,280,280,12808,250,9640
